         5843070 function calls (5703559 primitive calls) in 37.199 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 matmul_registrations.py:15(<module>)
        1    0.000    0.000    0.002    0.002 measurements.py:31(<module>)
        1    0.000    0.000    0.013    0.013 mel_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 memory.py:16(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:193(MemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:298(NotMemorizedResult)
        1    0.000    0.000    0.000    0.000 memory.py:339(NotMemorizedFunc)
        1    0.000    0.000    0.000    0.000 memory.py:371(MemorizedFunc)
        1    0.000    0.000    0.429    0.429 memory.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:66(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 memory.py:813(Memory)
        1    0.000    0.000    0.002    0.002 merge.py:18(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:221(Add)
        1    0.000    0.000    0.000    0.000 merge.py:252(Subtract)
        1    0.000    0.000    0.000    0.000 merge.py:291(Multiply)
        1    0.000    0.000    0.000    0.000 merge.py:307(Average)
        1    0.000    0.000    0.000    0.000 merge.py:32(_Merge)
        1    0.000    0.000    0.000    0.000 merge.py:323(Maximum)
        1    0.000    0.000    0.000    0.000 merge.py:339(Minimum)
        1    0.000    0.000    0.000    0.000 merge.py:355(Concatenate)
        1    0.000    0.000    0.000    0.000 merge.py:446(Dot)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 message.py:35(<module>)
        1    0.000    0.000    0.000    0.000 message.py:39(Error)
        1    0.000    0.000    0.000    0.000 message.py:40(DecodeError)
        1    0.000    0.000    0.000    0.000 message.py:41(EncodeError)
        1    0.000    0.000    0.000    0.000 message.py:44(Message)
        1    0.000    0.000    0.005    0.005 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.007    0.007 message_factory.py:38(<module>)
        1    0.000    0.000    0.000    0.000 message_factory.py:56(MessageFactory)
        2    0.000    0.000    0.000    0.000 message_factory.py:59(__init__)
        1    0.000    0.000    0.002    0.002 meta_graph.py:16(<module>)
        1    0.001    0.001    0.011    0.011 meta_graph_pb2.py:4(<module>)
       21    0.000    0.000    0.000    0.000 meta_graph_pb2.py:5(<lambda>)
        1    0.001    0.001    0.012    0.012 meta_graph_pb2.py:5(<module>)
       21    0.000    0.000    0.000    0.000 meta_graph_pb2.py:6(<lambda>)
        7    0.000    0.000    0.017    0.002 metadata.py:15(<module>)
        1    0.000    0.000    0.000    0.000 metaestimators.py:1(<module>)
        6    0.000    0.000    0.000    0.000 metaestimators.py:122(if_delegate_has_method)
        6    0.000    0.000    0.000    0.000 metaestimators.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 metaestimators.py:17(_BaseComposition)
        1    0.000    0.000    0.000    0.000 metaestimators.py:76(_IffHasAttrDescriptor)
        6    0.000    0.000    0.000    0.000 metaestimators.py:91(__init__)
        1    0.000    0.000    0.000    0.000 metric_keys.py:15(<module>)
        1    0.000    0.000    0.000    0.000 metric_keys.py:24(MetricKeys)
        1    0.000    0.000    0.000    0.000 metrics.py:1021(TruePositives)
        1    0.000    0.000    0.000    0.000 metrics.py:1071(Precision)
        1    0.000    0.000    0.000    0.000 metrics.py:1198(Recall)
        1    0.000    0.000    0.000    0.000 metrics.py:1324(SensitivitySpecificityBase)
        1    0.000    0.000    0.000    0.000 metrics.py:1393(SensitivityAtSpecificity)
        1    0.000    0.000    0.000    0.000 metrics.py:1474(SpecificityAtSensitivity)
        1    0.000    0.000    0.000    0.000 metrics.py:1555(AUC)
        1    0.000    0.000    0.004    0.004 metrics.py:16(<module>)
        1    0.001    0.001    0.015    0.015 metrics.py:17(<module>)
        1    0.000    0.000    0.000    0.000 metrics.py:1839(CosineSimilarity)
        1    0.000    0.000    0.000    0.000 metrics.py:1889(MeanAbsoluteError)
        1    0.000    0.000    0.000    0.000 metrics.py:1916(MeanAbsolutePercentageError)
        1    0.000    0.000    0.000    0.000 metrics.py:1944(MeanSquaredError)
        1    0.000    0.000    0.000    0.000 metrics.py:1972(MeanSquaredLogarithmicError)
        1    0.000    0.000    0.000    0.000 metrics.py:2000(Hinge)
        1    0.000    0.000    0.000    0.000 metrics.py:2033(SquaredHinge)
        1    0.000    0.000    0.000    0.000 metrics.py:2066(CategoricalHinge)
        1    0.000    0.000    0.000    0.000 metrics.py:2093(RootMeanSquaredError)
        1    0.000    0.000    0.000    0.000 metrics.py:2141(LogCoshError)
        1    0.000    0.000    0.000    0.000 metrics.py:2167(Poisson)
        1    0.000    0.000    0.000    0.000 metrics.py:2193(KLDivergence)
        1    0.000    0.000    0.000    0.000 metrics.py:2220(MeanIoU)
        1    0.000    0.000    0.000    0.000 metrics.py:2349(MeanTensor)
        1    0.000    0.000    0.000    0.000 metrics.py:2460(BinaryCrossentropy)
        1    0.000    0.000    0.000    0.000 metrics.py:2523(CategoricalCrossentropy)
        1    0.000    0.000    0.000    0.000 metrics.py:256(Reduce)
        1    0.000    0.000    0.000    0.000 metrics.py:2586(SparseCategoricalCrossentropy)
        1    0.000    0.000    0.000    0.000 metrics.py:2657(SumOverBatchSize)
        1    0.000    0.000    0.000    0.000 metrics.py:2679(SumOverBatchSizeMetricWrapper)
        1    0.000    0.000    0.000    0.000 metrics.py:348(Sum)
        1    0.000    0.000    0.000    0.000 metrics.py:389(Mean)
        1    0.000    0.000    0.000    0.000 metrics.py:431(MeanRelativeError)
        1    0.000    0.000    0.000    0.000 metrics.py:512(MeanMetricWrapper)
        1    0.000    0.000    0.000    0.000 metrics.py:561(Accuracy)
        1    0.000    0.000    0.000    0.000 metrics.py:597(BinaryAccuracy)
        1    0.000    0.000    0.000    0.000 metrics.py:642(CategoricalAccuracy)
        1    0.000    0.000    0.000    0.000 metrics.py:65(Metric)
        1    0.000    0.000    0.000    0.000 metrics.py:693(SparseCategoricalAccuracy)
        1    0.000    0.000    0.000    0.000 metrics.py:735(TopKCategoricalAccuracy)
        1    0.000    0.000    0.000    0.000 metrics.py:768(SparseTopKCategoricalAccuracy)
        1    0.000    0.000    0.000    0.000 metrics.py:803(_ConfusionMatrixConditionCount)
        1    0.000    0.000    0.000    0.000 metrics.py:871(FalsePositives)
        1    0.000    0.000    0.000    0.000 metrics.py:921(FalseNegatives)
        1    0.000    0.000    0.000    0.000 metrics.py:971(TrueNegatives)
        1    0.000    0.000    0.003    0.003 metrics_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:163(ConfusionMatrix)
        1    0.000    0.000    0.003    0.003 metrics_utils.py:17(<module>)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:170(AUCCurve)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:185(AUCSummationMethod)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:44(Reduction)
        1    0.000    0.000    0.000    0.000 mfcc_ops.py:15(<module>)
       14    0.000    0.000    0.000    0.000 minicompat.py:101(defproperty)
        1    0.000    0.000    0.000    0.000 minicompat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
        1    0.000    0.000    0.000    0.000 minicompat.py:74(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 minidom.py:1065(Text)
        1    0.000    0.000    0.000    0.000 minidom.py:1174(Comment)
        1    0.000    0.000    0.000    0.000 minidom.py:1188(CDATASection)
        1    0.000    0.000    0.000    0.000 minidom.py:1200(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 minidom.py:1266(Identified)
        1    0.000    0.000    0.000    0.000 minidom.py:1281(DocumentType)
        1    0.000    0.000    0.000    0.000 minidom.py:1341(Entity)
        1    0.000    0.000    0.000    0.000 minidom.py:1381(Notation)
        1    0.000    0.000    0.000    0.000 minidom.py:1390(DOMImplementation)
        1    0.000    0.000    0.000    0.000 minidom.py:1469(ElementInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:1519(Document)
        1    0.000    0.000    0.013    0.013 minidom.py:16(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:326(DocumentFragment)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 minidom.py:344(Attr)
        1    0.000    0.000    0.000    0.000 minidom.py:470(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 minidom.py:639(TypeInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:642(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:661(Element)
        1    0.000    0.000    0.000    0.000 minidom.py:924(Childless)
        1    0.000    0.000    0.000    0.000 minidom.py:965(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 minidom.py:991(CharacterData)
        1    0.000    0.000    0.011    0.011 minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:26(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:39(LagrangianHessian)
        1    0.000    0.000    0.010    0.010 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.012    0.012 mio.py:3(<module>)
        1    0.000    0.000    0.001    0.001 mio4.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mio4.py:304(MatFile4Reader)
        1    0.000    0.000    0.000    0.000 mio4.py:449(VarWriter4)
        1    0.000    0.000    0.000    0.000 mio4.py:587(MatFile4Writer)
        1    0.000    0.000    0.000    0.000 mio4.py:80(VarHeader4)
        1    0.000    0.000    0.000    0.000 mio4.py:98(VarReader4)
        1    0.000    0.000    0.000    0.000 mio5.py:110(MatFile5Reader)
        1    0.000    0.000    0.000    0.000 mio5.py:403(EmptyStructMarker)
        1    0.000    0.000    0.000    0.000 mio5.py:465(VarWriter5)
        1    0.000    0.000    0.000    0.000 mio5.py:768(MatFile5Writer)
        1    0.000    0.000    0.004    0.004 mio5.py:8(<module>)
        2    0.000    0.000    0.000    0.000 mio5_params.py:171(_convert_codecs)
        1    0.000    0.000    0.000    0.000 mio5_params.py:212(mat_struct)
        1    0.000    0.000    0.000    0.000 mio5_params.py:222(MatlabObject)
        1    0.000    0.000    0.000    0.000 mio5_params.py:239(MatlabFunction)
        1    0.000    0.000    0.000    0.000 mio5_params.py:246(MatlabOpaque)
        1    0.000    0.000    0.000    0.000 mio5_params.py:6(<module>)
        4    0.000    0.000    0.000    0.000 miobase.py:138(convert_dtypes)
        1    0.000    0.000    0.000    0.000 miobase.py:27(MatReadError)
        1    0.000    0.000    0.000    0.000 miobase.py:31(MatWriteError)
        1    0.000    0.000    0.000    0.000 miobase.py:321(MatVarReader)
        1    0.000    0.000    0.000    0.000 miobase.py:335(MatFileReader)
        1    0.000    0.000    0.000    0.000 miobase.py:35(MatReadWarning)
        1    0.000    0.000    0.002    0.002 miobase.py:7(<module>)
        1    0.000    0.000    0.010    0.010 mirrored_strategy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:422(MirroredStrategy)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:444(MirroredStrategyV1)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:456(MirroredExtended)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:75(_RequestedStop)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:830(_MirroredReplicaThread)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:937(MirroredReplicaContext)
        1    0.000    0.000    0.005    0.005 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:11(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 misc.py:15(<module>)
        1    0.000    0.000    0.000    0.000 mixed_precision.py:15(<module>)
        1    0.000    0.000    0.000    0.000 mixed_precision_global_state.py:19(<module>)
        1    0.000    0.000    0.001    0.001 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.001    0.001 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mmio.py:105(MMFile)
        1    0.000    0.000    0.000    0.000 mmio.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mnist.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mobilenet.py:17(<module>)
        1    0.000    0.000    0.000    0.000 mobilenet.py:52(<module>)
        1    0.000    0.000    0.000    0.000 mobilenet_v2.py:17(<module>)
        1    0.000    0.000    0.000    0.000 mobilenet_v2.py:74(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:1041(Mock)
        1    0.000    0.000    0.000    0.000 mock.py:1118(_patch)
        1    0.000    0.000    0.000    0.000 mock.py:1576(_patch_dict)
       15    0.000    0.000    0.000    0.000 mock.py:1732(<genexpr>)
       15    0.000    0.000    0.000    0.000 mock.py:1733(<genexpr>)
        1    0.000    0.000    0.000    0.000 mock.py:1756(<setcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:1852(MagicMixin)
        1    0.000    0.000    0.000    0.000 mock.py:1882(NonCallableMagicMock)
        1    0.000    0.000    0.000    0.000 mock.py:1895(MagicMock)
        1    0.000    0.000    0.000    0.000 mock.py:1917(MagicProxy)
        1    0.000    0.000    0.000    0.000 mock.py:1940(_ANY)
        1    0.000    0.000    0.000    0.000 mock.py:1974(_Call)
        1    0.000    0.000    0.000    0.000 mock.py:1993(__new__)
        1    0.000    0.000    0.000    0.000 mock.py:2025(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:2306(_SpecState)
        1    0.000    0.000    0.000    0.000 mock.py:236(_SentinelObject)
        3    0.000    0.000    0.000    0.000 mock.py:238(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:2424(PropertyMock)
        1    0.000    0.000    0.000    0.000 mock.py:248(_Sentinel)
        1    0.000    0.000    0.000    0.000 mock.py:250(__init__)
        3    0.000    0.000    0.000    0.000 mock.py:253(__getattr__)
        5    0.000    0.000    0.000    0.000 mock.py:283(_delegating_property)
        1    0.000    0.000    0.000    0.000 mock.py:302(_CallList)
        1    0.000    0.000    0.000    0.000 mock.py:355(_MockIter)
        1    0.000    0.000    0.000    0.000 mock.py:36(<setcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:363(Base)
        1    0.000    0.000    0.000    0.000 mock.py:371(NonCallableMock)
        1    0.000    0.000    0.001    0.001 mock.py:8(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:936(CallableMixin)
        1    0.000    0.000    0.013    0.013 mode_keys.py:15(<module>)
        2    0.000    0.000    0.000    0.000 mode_keys.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mode_keys.py:25(KerasModeKeys)
        1    0.000    0.000    0.000    0.000 mode_keys.py:41(EstimatorModeKeys)
        2    0.000    0.000    0.000    0.000 mode_keys.py:56(is_predict)
        4    0.000    0.000    0.000    0.000 mode_keys.py:60(is_eval)
        6    0.000    0.000    0.000    0.000 mode_keys.py:64(is_train)
        1    0.000    0.000    0.000    0.000 mode_keys.py:68(ModeKeyMap)
        2    0.000    0.000    0.000    0.000 mode_keys.py:80(__init__)
        6    0.000    0.000    0.000    0.000 mode_keys.py:92(_get_internal_key)
        1    0.000    0.000    6.070    6.070 model.py:1(<module>)
       12    0.001    0.000   28.913    2.409 model.py:55(predict_mlp)
        1    0.000    0.000    0.000    0.000 model_analyzer.py:125(Profiler)
        1    0.000    0.000    0.009    0.009 model_analyzer.py:18(<module>)
        1    0.000    0.000    0.001    0.001 model_config.py:17(<module>)
        1    0.000    0.000    0.001    0.001 model_flags_pb2.py:5(<module>)
        7    0.000    0.000    0.000    0.000 model_flags_pb2.py:6(<lambda>)
        1    0.000    0.000    0.003    0.003 model_fn.py:16(<module>)
        1    0.000    0.000    0.000    0.000 model_fn.py:198(_TPUEstimatorSpec)
        1    0.000    0.000    0.000    0.000 model_fn.py:45(EstimatorSpec)
        2    0.000    0.000    0.020    0.010 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:11(BaseModel)
       57    0.004    0.000    3.117    0.055 models.py:114(_initialize_weights)
       57    0.028    0.000   18.206    0.319 models.py:134(_build_model)
      110    0.002    0.000    2.829    0.026 models.py:166(_compute_hidden_units)
        1    0.000    0.000    0.002    0.002 models.py:17(<module>)
       57    0.004    0.000   25.578    0.449 models.py:182(from_dict)
       57    0.001    0.000    0.001    0.000 models.py:184(<dictcomp>)
       56    0.000    0.000    0.001    0.000 models.py:195(<listcomp>)
      110    0.001    0.000    2.824    0.026 models.py:220(_compute_hidden_units_matrix)
        1    0.000    0.000    0.000    0.000 models.py:223(UnsupervisedDBN)
       12    0.000    0.000    0.000    0.000 models.py:228(__init__)
        1    0.000    0.000    0.000    0.000 models.py:239(UnsupervisedDBN)
       12    0.000    0.000    0.000    0.000 models.py:244(__init__)
        1    0.000    0.000    0.000    0.000 models.py:26(BinaryRBM)
       12    0.000    0.000   25.580    2.132 models.py:268(from_dict)
       12    0.001    0.000   25.579    2.132 models.py:272(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:276(TensorFlowAbstractSupervisedDBN)
       22    0.001    0.000    2.831    0.129 models.py:278(transform)
        1    0.000    0.000    0.000    0.000 models.py:290(AbstractSupervisedDBN)
       57    0.000    0.000    0.000    0.000 models.py:31(__init__)
        1    0.000    0.000    0.000    0.000 models.py:33(BaseTensorFlowModel)
        1    0.000    0.000    0.000    0.000 models.py:385(NumPyAbstractSupervisedDBN)
       12    0.001    0.000   25.649    2.137 models.py:40(load)
        1    0.000    0.000    0.000    0.000 models.py:421(SupervisedDBNClassification)
        1    0.000    0.000    0.000    0.000 models.py:503(SupervisedDBNRegression)
        1    0.000    0.000    0.000    0.000 models.py:562(SupervisedDBNClassification)
        1    0.000    0.000    0.000    0.000 models.py:683(SupervisedDBNRegression)
        1    0.000    0.000    0.000    0.000 models.py:73(BinaryRBM)
      110    0.001    0.000    2.830    0.026 models.py:77(transform)
      113    0.000    0.000    0.000    0.000 models.py:97(_get_weight_variables_names)
        1    0.000    0.000    0.004    0.004 module.py:15(<module>)
        1    0.000    0.000    0.000    0.000 module.py:31(Module)
        1    0.000    0.000    0.000    0.000 module_util.py:15(<module>)
        7    0.000    0.000    0.001    0.000 module_util.py:23(get_parent_dir)
        1    0.000    0.000    0.001    0.001 momentum.py:16(<module>)
        1    0.001    0.001    0.001    0.001 momentum.py:28(MomentumOptimizer)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1010(SingularMonitoredSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1104(_WrappedSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1179(_RecoverableSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1288(_CoordinatedSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1356(_HookedSession)
        1    0.000    0.000    0.016    0.016 monitored_session.py:16(<module>)
        1    0.000    0.000    0.000    0.000 monitored_session.py:58(Scaffold)
        1    0.000    0.000    0.000    0.000 monitored_session.py:587(SessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:598(ChiefSessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:650(WorkerSessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:691(_MonitoredSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:805(StepContext)
        1    0.000    0.000    0.000    0.000 monitored_session.py:858(_CoordinatedSessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:922(MonitoredSession)
        1    0.000    0.000    0.000    0.000 monitoring.py:101(Metric)
        2    0.000    0.000    0.000    0.000 monitoring.py:104(__init__)
        1    0.000    0.000    0.000    0.000 monitoring.py:136(CounterCell)
        1    0.000    0.000    0.001    0.001 monitoring.py:15(<module>)
        1    0.000    0.000    0.000    0.000 monitoring.py:160(Counter)
        1    0.000    0.000    0.000    0.000 monitoring.py:184(IntGaugeCell)
        1    0.000    0.000    0.000    0.000 monitoring.py:208(IntGauge)
        1    0.000    0.000    0.000    0.000 monitoring.py:232(StringGaugeCell)
        1    0.000    0.000    0.000    0.000 monitoring.py:259(StringGauge)
        1    0.000    0.000    0.000    0.000 monitoring.py:283(BoolGaugeCell)
        1    0.000    0.000    0.000    0.000 monitoring.py:307(BoolGauge)
        2    0.000    0.000    0.000    0.000 monitoring.py:315(__init__)
        1    0.000    0.000    0.000    0.000 monitoring.py:331(SamplerCell)
        1    0.000    0.000    0.000    0.000 monitoring.py:364(Buckets)
        1    0.000    0.000    0.000    0.000 monitoring.py:379(ExponentialBuckets)
        1    0.000    0.000    0.000    0.000 monitoring.py:400(Sampler)
        1    0.000    0.000    0.005    0.005 morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 moving_averages.py:15(<module>)
        1    0.000    0.000    0.000    0.000 moving_averages.py:259(ExponentialMovingAverage)
        1    0.000    0.000    0.001    0.001 mstats.py:128(<module>)
        1    0.000    0.000    0.007    0.007 mstats_basic.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:4(<module>)
        1    0.000    0.000    0.000    0.000 multi_class_head.py:15(<module>)
        1    0.000    0.000    0.000    0.000 multi_class_head.py:40(MultiClassHead)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:147(_ReincarnatedPerDeviceGenerator)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:190(MultiDeviceIterator)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:34(_PerDeviceGenerator)
        1    0.000    0.000    0.232    0.232 multi_gpu_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 multi_worker_util.py:15(<module>)
        1    0.000    0.000    0.029    0.029 multiarray.py:7(<module>)
        1    0.000    0.000    0.000    0.000 multiclass.py:8(<module>)
        1    0.000    0.000    0.000    0.000 multilayer_perceptron.py:1070(MLPRegressor)
        1    0.000    0.000    0.002    0.002 multilayer_perceptron.py:2(<module>)
        1    0.000    0.000    0.000    0.000 multilayer_perceptron.py:39(BaseMultilayerPerceptron)
       11    0.001    0.000    0.021    0.002 multilayer_perceptron.py:649(_predict)
        1    0.000    0.000    0.000    0.000 multilayer_perceptron.py:686(MLPClassifier)
       11    0.001    0.000    0.016    0.001 multilayer_perceptron.py:88(_forward_pass)
       11    0.000    0.000    0.024    0.002 multilayer_perceptron.py:944(predict)
        1    0.000    0.000    0.002    0.002 multinomial.py:15(<module>)
        1    0.000    0.000    0.001    0.001 multinomial.py:55(Multinomial)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:10(JoblibException)
        1    0.001    0.001    0.003    0.003 my_exceptions.py:104(_mk_common_exceptions)
      152    0.000    0.000    0.001    0.000 my_exceptions.py:109(<lambda>)
        1    0.000    0.000    0.003    0.003 my_exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:38(TransportableException)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:62(WorkerInterrupt)
       48    0.001    0.000    0.001    0.000 my_exceptions.py:72(_mk_exception)
        1    0.000    0.000    0.000    0.000 nadam.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nadam.py:31(Nadam)
        1    0.000    0.000    0.001    0.001 naming.py:15(<module>)
        1    0.000    0.000    0.000    0.000 naming.py:27(_NamingStyle)
        1    0.000    0.000    0.000    0.000 naming.py:32(Namer)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 nasnet.py:17(<module>)
        1    0.000    0.000    0.000    0.000 nasnet.py:35(<module>)
        1    0.000    0.000    0.003    0.003 nccl_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:22(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:6(<module>)
       60    0.000    0.000    0.004    0.000 nest.py:210(flatten)
        1    0.000    0.000    0.000    0.000 nest.py:248(_DotString)
      110    0.002    0.000    0.005    0.000 nest.py:307(flatten_dict_items)
        1    0.000    0.000    0.001    0.001 nest.py:31(<module>)
        1    0.000    0.000    0.000    0.000 nest.py:32(<module>)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:117(_ListCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:160(_TupleCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:183(_DictCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:206(_NamedTupleCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:241(_Float64Codec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:264(_Int64Codec)
        1    0.000    0.000    0.001    0.001 nested_structure_coder.py:27(<module>)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:287(_StringCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:314(_NoneCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:337(_BoolCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:360(_TensorShapeCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:384(_TensorTypeCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:407(_TensorSpecCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:44(NotEncodableError)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:48(StructureCoder)
       12    0.000    0.000    0.000    0.000 nested_structure_coder.py:53(register_codec)
        1    0.000    0.000    0.000    0.000 netcdf.py:103(netcdf_file)
        1    0.000    0.000    0.000    0.000 netcdf.py:18(<module>)
        1    0.000    0.000    0.000    0.000 netcdf.py:811(netcdf_variable)
        1    0.000    0.000    0.027    0.027 network.py:17(<module>)
        1    0.000    0.000    0.000    0.000 network.py:73(Network)
        1    0.000    0.000    0.033    0.033 nn.py:20(<module>)
        1    0.000    0.000    0.004    0.004 nn_grad.py:15(<module>)
        1    0.000    0.000    0.016    0.016 nn_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nn_ops.py:142(_NonAtrousConvolution)
        1    0.001    0.001    0.016    0.016 nn_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nn_ops.py:482(_WithSpaceToBatch)
        1    0.000    0.000    0.000    0.000 nn_ops.py:991(Convolution)
        1    0.000    0.000    0.001    0.001 nnls.py:1(<module>)
        1    0.000    0.000    0.002    0.002 node_def_pb2.py:4(<module>)
        7    0.000    0.000    0.000    0.000 node_def_pb2.py:5(<lambda>)
        1    0.000    0.000    0.009    0.009 node_def_pb2.py:5(<module>)
        7    0.000    0.000    0.000    0.000 node_def_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 node_util.py:129(ExplicitNodeVisitor)
        1    0.000    0.000    0.000    0.000 node_util.py:13(<module>)
        1    0.000    0.000    0.000    0.000 node_util.py:24(NonExistent)
        1    0.000    0.000    0.000    0.000 noise.py:133(AlphaDropout)
        1    0.000    0.000    0.000    0.000 noise.py:16(<module>)
        1    0.000    0.000    0.000    0.000 noise.py:31(GaussianNoise)
        1    0.000    0.000    0.000    0.000 noise.py:82(GaussianDropout)
        1    0.000    0.000    0.000    0.000 nonlin.py:1004(BroydenSecond)
